Name;Name2;Producto;Teléfono;Ciudad;Correo Electrónico;Info;Sitio Web;Ubicación
HIDROPURA TECNOLOGIA EN TRATAMIENTO DE AGUA;HIDROPURA TECNOLOGIA EN TRATAMIENTO DE AGUA;PLANTAS TRATAMIENTO DE AGUA , TANQUES, ESTRUCTURALES, DISPENSADORES, EQUIPOS LUZ ULTRAVIOLETA, EQUIPO ULTRAFILTRACION, EQUIPOS DE PUFIRICACION PARA TIENDAS DE AGUA , TRATAMIENTO DE AGUA PARA CONSUMO ANIMAL, TRATAMIENTO PARA RIEGO DE CULTIVOS ,PLANTAS ENVASADORAS DE AGUA;601-8832150;CAJICA;gerenciahidropura@gmail.com;HIDROPURA TECNOLOGIA EN TRATAMIENTO DE AGUA;http://;Pabellón: 06, Nivel: 01, Stand: 644
SUAREZ TRIANA BENILDA ALEJANDRA;SUAREZ TRIANA BENILDA ALEJANDRA;Productos apícolas, y fusiones de miel de abejas con frutas y especias;319-3809111;BOGOTA D.C.;contacto@rutadelamiel.com;SUAREZ TRIANA BENILDA ALEJANDRA;http://;Pabellón: 06, Nivel: 01, Stand: VACIO 2
SUKUP MANUFACTURING CO;SUKUP MANUFACTURING CO;SILOS, SECADORES Y MECANIZACIONES PARA EL MANEJO DEL GRANO;1641-8924242;SHEFFIELD;info@sukup.com;SUKUP MANUFACTURING CO;http://www.sukup.com;Pabellón: 06, Nivel: 01, Stand: 213
SUMYCOM LTDA;SUMYCOM LTDA;HERRAMIENTA DE CORTE EN ALTURA, TIJERAS DE PODA, RECOLECTORES Y SIERRAS MANUALES;571-2250439;BOGOTA D.C.;mercadeo.sumycom@gmail.com;SUMYCOM LTDA;http://www.sumycom.com;Pabellón: 06, Nivel: 01, Stand: 109
AGROPULI TIERRA DE DIATOMEAS;;;571-9260005;BOGOTA D.C.;suplementosagropuli@gmail.com;AGROPULI TIERRA DE DIATOMEASEMPRESA COLOMBIANA DEDICADA A LA PRODUCCION Y COMERCIALIZACION DE ENMIENDAS AGRÍCOLAS COMO TIERRA DE DIATOMEAS Y HUMUS, PARA SU APLICACIÓN EN TODO TIPO DE CULTIVOS, COMO UN PRODUCTO QUE MEJORA LAS CONDICIONES DEL SUELO Y ASI MISMO LA NUTRICIÓN Y LA PROTECCIÓN DE LA PLANTA, ASISTENCIA TÉCNICA A NIVEL NACIONAL.;http://www.agropuli.com.co;Pabellón: 06, Nivel: 02, Stand: 133
TALLER DEL GANADERO SAS;TALLER DEL GANADERO SAS;BRETE, BRETE BÁSCULA, BRETE PARA TERNEROS, CORRALES PARA GANADERIA, PARTIDOR DE VAQUERÍA;313-2943845;VILLAVICENCIO;produccion.tallerg@gmail.com;TALLER DEL GANADERO SAS;http://www.tallerdelganadero.com;Pabellón: 03, Nivel: 01, Stand: 519
CAMPEON AGROPECUARIO;;VENTA Y EXHIBICION DE MEDICAMENTOS VETERINARIOS, BIOLOGICOS Y PRODUCTOS DE INSEMINACION PORCICULTURA;571-7427405;BOGOTA D.C.;gerencia@campeonagropecuario.com;CAMPEON AGROPECUARIOCAMPEON AGROPECUARIOVenta de medicamentos, productos de desinfección, concentrado, vacunas, implementos de inseminación y todo lo relacionado con porcicultura.Asesoría  especializada, planes preventivos y buenas practicas en Porcicultura.		;http://www.campeonagropecuario.com;Pabellón: 03, Nivel: 02, Stand: 506
COMERCIALIZADORA SAT;COMERCIALIZADORA SAT;PROCESADORES DE ALIMENTOS, DIFUSORES DE AROMA Y AMBIENTADORES, HERRAMIENTAS PARA CAMPO;301-7882557;BOGOTA D.C.;stejedoravila@gmail.com;COMERCIALIZADORA SAT;http://;Pabellón: 06, Nivel: 01, Stand: 621
COMERCIALIZADORA SAT;COMERCIALIZADORA SAT;PROCESADORES DE ALIMENTOS, DIFUSORES DE AROMA Y AMBIENTADORES, HERRAMIENTAS PARA CAMPO;301-7882557;BOGOTA D.C.;stejedoravila@gmail.com;COMERCIALIZADORA SAT;http://;Pabellón: 06, Nivel: 01, Stand: 614
TEJIDOS SINTETICOS DE COLOMBIA S.A.;;1. Malla tejido Raschel en polietileno de alta densidad virgen con estabilizador U.V. 2. Pantalla termo-reflectiva en tejido Raschel de polietileno de alta densidad recubierta con aluminio por ambas caras.3. Hilos y cordele, fibrilados en polipropileno virgen o en material recuperado post-industria.4. Sogas - Cuerdas retorcidas en rafia fibrilada de polipropileno virgen o en material recuperado post-industria.5. Fibras sintéticas de polipropileno virgen.;577-6760101;BOGOTA D.C.;marketing@tesicol.com.co;TEJIDOS SINTETICOS DE COLOMBIA S.A.Es la industria colombiana líder en la fabricación de productos especializados en dar soluciones de sombrío y cerramiento bajo la marca Polisombra®, además de la fabricación de medios de unión y fijación con su amplia línea de cordeles, hilos y sogas, para el uso agroindustrial y doméstico.;http://www.tesicol.com.co/;Pabellón: 03, Nivel: 01, Stand: 327
TERRAGRO;;ATOMIZADORA DE ARRASTRE DE 600 LITROS ENSAMBLADA EN COLOMBIA CON CHASIS EN ACERO INOXIDABLE, BOMBA DE DIAFRAGMA, TANQUE CURVO DE POLIPROPILENO Y VENTILADOR CON CAJA DE TRANSMISION DE POTENCIA. FUMIGADORAS MANUALES DE MOCHILA , SERIE DE RESPUESTOS DE NUESTROS PRODUCTOS;311-3129494;GINEBRA;gsatizabal@terragro.com.co;TERRAGROCONSTRUCCION DE EQUIPOS DE FUMIGACION ASISTIDOS POR AIRE (ATOMIZADORA) PARA CONTROL FITOSANITARIO EN CULTIVOS DE FRUTALES;http://;Pabellón: 06, Nivel: 01, Stand: 638
TIERRACOL;;Productos alimenticios transformados de productores del campo;317-3050283;BOGOTA D.C.;info@tierramia.com.co;TIERRACOLLINEA cosmetica capilr organica;http://;Pabellón: 06, Nivel: 01, Stand: G440
LOS TORRES HORNO Y PARRILLA;LOS TORRES HORNO Y PARRILLA;TERNERA AL HORNO, COSTILLA DE CERDO AL HORNO, LOMO A LA PLANCHA, PARRILLADA, CHORIZO, MORCILLA, CORTES DE CARNE DE RES, CEVICHES;315-3247944;BOGOTA D.C.;samisa97@hotmail.com;LOS TORRES HORNO Y PARRILLA;http://;Pabellón: AL02, Nivel: 01, Stand: 3
TRACTOGERMANA AGROCENTER;TRACTOGERMANA AGROCENTER;TRACTORES, COSECHADORAS TRILLADORAS, COMBINADAS, IMPLEMENTOS AGRICOLAS, EQUIPOS DE FORRAJE Y HENO, MOTOCULTORES Y MOTOAZADAS, LUBRICANTES, REPUESTOS, SERVICIO TECNICO;571-6292720;BOGOTA D.C.;gerencia@tractogermana.com;TRACTOGERMANA AGROCENTER;http://www.tractogermana.com;Pabellón: 11-16, Nivel: 01, Stand: 124
TRACTOGERMANA AGROCENTER;TRACTOGERMANA AGROCENTER;TRACTORES, COSECHADORAS TRILLADORAS, COMBINADAS, IMPLEMENTOS AGRICOLAS, EQUIPOS DE FORRAJE Y HENO, MOTOCULTORES Y MOTOAZADAS, LUBRICANTES, REPUESTOS, SERVICIO TECNICO;571-6292720;BOGOTA D.C.;gerencia@tractogermana.com;TRACTOGERMANA AGROCENTER;http://www.tractogermana.com;Pabellón: 11-16, Nivel: 01, Stand: 223
TQI. SAS;TQI. SAS;BIOCATALIZADORES para tratamiento de desechos organicos y tratamiento de aguas. ECOSYSTEM PLUS,;572-6959567;YUMBO;cristina.quintero@tqi.co;TQI. SAS;http://www.tqi.co;Pabellón: 06, Nivel: 01, Stand: 141
ARTESANÍAS MEXICANAS;ARTESANÍAS MEXICANAS;CERÁMICA DE ALTO RELIEVE PINTADA A MANO, ARTÍCULOS RELIGIOSOS Y DECORATIVOS;311-4658720;CHIA;ekbalamarte@gmail.com;ARTESANÍAS MEXICANAS;http://;Pabellón: 08, Nivel: 01, Stand: 313
TRISAL;TRISAL;;3493-7336741;TERRASSA;gerard@trisal.com;TRISAL;http://www.trisal.com;Pabellón: 03, Nivel: 01, Stand: 228
FEDERACIÓN COLOMBIANA DE GANADEROS - FEDEGAN;;LA FEDERACIÓN COLOMBIANA DE GANADEROS FEDEGÁN ES UNA ORGANIZACIÓN GREMIAL SIN ÁNIMO DE LUCRO, EN SU CONDICIÓN DE GREMIO CÚPULA DE LA GANADERÍA COLOMBIANA, FEDEGÁN AGRUPA, EN CALIDAD DE AFILIADAS, A LAS ORGANIZACIONES GREMIALES GANADERAS REGIONALES Y LOCALES, COMO TAMBIÉN A OTRO TIPO DE ENTIDADES VINCULADAS A LA ACTIVIDAD GANADERA NACIONAL.  TVGAN: UN PROGRAMA DE TELEVISIÓN TRANSMITIDO POR TV AGRO, EL ÚNICO CANAL EN COLOMBIA ESPECIALIZADO EN LA PRODUCCIÓN AGROPECUARIA CON AMPLIA COBERTURA A NIVEL NACIONAL E INTERNACIONAL. DONDE COMERCIALIZAMOS : PRODUCTO, GANADOS Y PUBLICIDAD. FUNDAGAN: EMPRENDIÓ EL CAMINO DEL ACOMPAÑAMIENTO Y DEL RECONOCIMIENTO PARA LA REPARACIÓN A NUESTRAS VÍCTIMAS GANADERAS DE LA VIOLENCIA. NUESTRO COMPROMISO CON LA RECONCILIACIÓN ES TRABAJAR POR EL DERECHO A LA VERDAD Y LA JUSTICIA. USANDO COMO MARCO LA LEY DE VÍCTIMAS Y RESTITUCIÓN DE TIERRAS (LEY 1448 DE 2011), HEMOS REALIZADO OCHO JORNADAS DE ASESORÍA Y ACOMPAÑAMIENTO EN DIEZ CIUDADES DEL PAÍS: FLORENCIA, MONTERÍA, VALLEDUPAR, BARRANCABERMEJA, PEREIRA, SAN JUAN DEL CESAR, CHIGORODÓ, BARRANQUILLA, VILLAVICENCIO Y POPAYÁN. EN ELLAS LOS GANADEROS ENCUENTRAN UN RESPALDO GREMIAL Y OBTIENEN DE MANERA GRATUITA ASESORÍA, SEGUIMIENTO Y ACOMPAÑAMIENTO PARA ACCEDER EXITOSAMENTE A LOS DERECHOS QUE LES CONCEDE DICHA LEY. ALMAGAN:  ES QUE SU PORTAL HTTPS://ALMAGAN.CO/ DONDE LOS DIFERENTES AGRICULTORES Y GANADEROS PUEDAN ADQUIRIR LOS PRODUCTOS E INSUMOS DE EXCELENTE CALIDAD Y A LOS MEJORES PRECIOS DEL MERCADO. UNA DE LAS PRINCIPALES ESTRATEGIAS DEL PORTAL ES OFRECER CONSTANTEMENTE PROMOCIONES QUE PERMITAN UN MAYOR AHORRO A LOS GANADEROS Y UNA CONSTANTE DISPONIBILIDAD DE PRODUCTOS GRACIAS AL APOYO LOGÍSTICO DE NUESTROS PROVEEDORES Y, EN OTROS CASOS, DE NUESTRO PROPIO OPERADOR. EMBRIOGAN FEDEGÁN HA PUESTO EN SU PÁGINA WEB, EL ACCESO AL PROGRAMA EMBRIOGAN, PARA QUE LOS GANADEROS INTERESADOS SE VINCULEN AL PROGRAMA DE MEJORAMIENTO GENÉTICO, Y LOS ACERCARÁ AL GREMIO. CONTEXTO GANADERO: ES UN DIARIO DIGITAL.;601-5782020;BOGOTA D.C.;mcgutierrez@fedegan.org.co;FEDERACIÓN COLOMBIANA DE GANADEROS - FEDEGANLa Federación Colombiana de Ganaderos FEDEGÁN es una organización gremial sin ánimo de lucro, En su condición de gremio cúpula de la ganadería colombiana, FEDEGÁN agrupa, en calidad de afiliadas, a las organizaciones gremiales ganaderas regionales y locales, como también a otro tipo de entidades vinculadas a la actividad ganadera nacional. ;http://www.tvgan.com.co;Pabellón: 03, Nivel: 02, Stand: 202
U.S. LIVESTOCK GENETICS EXPORT, INC;U.S. LIVESTOCK GENETICS EXPORT, INC;;160-8437202;MOUNT HOREB;msieber@uslge.org;U.S. LIVESTOCK GENETICS EXPORT, INC;http://www.uslge.org;Pabellón: 03, Nivel: 02, Stand: G412
UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS;UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS;;601-3770300;BOGOTA D.C.;milton.paternina@restituciondetierras.gov.co;UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS;http://www.restituciondetierras.gov.co;Pabellón: 03, Nivel: 01, Stand: 326
UNAGA;UNAGA;;571-6161387;BOGOTA D.C.;info@unaga.org.co;UNAGA;http://www.unaga.org.co;Pabellón: 11-16, Nivel: 01, Stand: 1004
U.T. AGROSOCIAL2020;U.T. AGROSOCIAL2020;FRUTOS DE LA FRESA ;57-2025060;POPAYAN;coordinacionhac@gmail.com;U.T. AGROSOCIAL2020;http://;Pabellón: 06, Nivel: 02, Stand: 145
AGROPANELA DEL CAUCA S.A.S;AGROPANELA DEL CAUCA S.A.S;PANELA DIFERENTES PRESENTACIONES, EN BLOQUE ,PULVERIZADA, SABORIZADA, PRODUCTOS DERIVADOS DE CAÑA COMO MIEL, BEBIDAS, CONFITERIA, PANADERIA ETC. ;300-3221344;POPAYAN;rafapatino@misena.edu.co;AGROPANELA DEL CAUCA S.A.S;http://;Pabellón: 06, Nivel: 02, Stand: 147
UNIVERSIDAD DE LA SALLE COLOMBIA;UNIVERSIDAD DE LA SALLE COLOMBIA;PRESENTACIÓN DE PROGRAMAS DE PREGRADO, POSTGRADO, SERVICIOS DE EDUCACIÓN Y CONSULTORIA DE LA FACULTAD DE CIENCIAS AGROPECUARIAS.PROMOCIÓN DE LOS SERVICIOS DE LA CLÍNICA VETERINARIA EN GRANDES ANIMALES.;571-6772699;BOGOTA D.C.;ccabra@lasalle.edu.co;UNIVERSIDAD DE LA SALLE COLOMBIA;http://www.lasalle.edu.co;Pabellón: 03, Nivel: 02, Stand: 302
UNIVERSIDAD NACIONAL DE COLOMBIA;;Servicios: formación, innvestigación y extensión de la Universidad Nacional de Colombia. Productos: derivados del quehacer educativo, producciones editoriales y relacionados con la tienda universitaria como libretas, recordatorios, paños para lentes, entre otros. ;3-1650000;BOGOTA D.C.;jdmateush@unal.edu.co;UNIVERSIDAD NACIONAL DE COLOMBIASomos la universidad de la nación, el proyecto cultural, científico y colectivo del país con 154 años de trayectoria y presencia en 9 sedes de alcance nacional. Contamos con más de 900 grupos de investigación en todas las áreas del conocimiento. Además de la reconocida educación superior que se imparte en pregrados y posgrados, somos referente en la prestación de servicios como asesorías y consultorías, pruebas y desarrollos en laboratorio, cursos y capacitaciones, extensión solidaria y en general todo proceso de transferencia de conocimiento por el cual se hacen partícipes de los beneficios de su actividad académica e investigativa a los sectores productivos, sociales, culturales y políticos que conforman la nación colombiana.;http://www.unal.edu.co;Pabellón: 03, Nivel: 02, Stand: 102
BORDADOS RUBY DE CARTAGO;BORDADOS RUBY DE CARTAGO;GUAYABERAS, BORDADAS, PONCHOS Y PANTALONES;2139163;CARTAGO;bordadosruby@hotmail.com;BORDADOS RUBY DE CARTAGO;http://;Pabellón: 08, Nivel: 01, Stand: 325
VER DE CAMPO SAS;VER DE CAMPO SAS;Infusiones herbales 1. Moringa y granada 2. Flor de jamaica y aràndanos 3. Menta, limòn y jengibre ;350-6615435;BOGOTA D.C.;gerencia@verdecampocolombia.com;VER DE CAMPO SAS;http://;Pabellón: 06, Nivel: 01, Stand: 106
VERMORA SAS;VERMORA SAS;;322-6513408;BOGOTA D.C.;contacto@vermorasas.com;VERMORA SAS;http://;Pabellón: 06, Nivel: 01, Stand: 224
VERYEL S.A.S;VERYEL S.A.S;Alimento natural deshidratado, snacks deshidratadors y productos congelados (helados);322-2124052;BOGOTA D.C.;veryel.info@gmail.com;VERYEL S.A.S;http://www.veryel.com.co;Pabellón: 06, Nivel: 01, Stand: 108
VETCO SUPPLY;VETCO SUPPLY;JERINGAS(BOVINO, EQUINO, PORCINO,OVINO, CAPRINO, CANINO, FELINO Y AVES)AGUJAS(BOVINO, EQUINO, PORCINO, OVINO, CAPRINO, CANINO, FELINO Y AVES)TOPICOS(EQUINO, CAPRINO, OVINO Y BOVINO)QUIRURGICO(BOVINO, EQUINO, PORCINO,OVINO, CAPRINO, CANINO, FELINO Y AVES)CONTROL DE IDENTIFICACION(BOVINO, EQUINO, PORCINO, OVINO Y CAPRINO)CASTRACION (BOVINO, EQUINO, PORCINO, CAPRINO Y OVINO)DESCOME(BOVINO, CAPRINO Y OVINO)ALIMENTACION(BOVINO, EQUINO, PORCINO CAPRINO Y OVINO)INSEMINACION Y REPRODUCCION(BOVINO, EQUINO, PORCINO, OVINO Y CAPRINO)INSTRUMENTOS VETERINARIOS(BOVINO, EQUINO, PORCINO, OVINO, CAPRINO, CANINO, FELINO, AVES Y APICOLA)MASCOTAS(CANINO, FELINO Y CUNICOLA);575-3397918;BARRANQUILLA;carlos.restrepo@ecc.com.co;VETCO SUPPLY;http://www.vetco-supply.com;Pabellón: 03, Nivel: 02, Stand: 326
VETIPLUS S.A. Su alidado estrategico;VETIPLUS S.A. Su alidado estrategico;REALIZACIÓN DE PROCESO DE DESINFECCIÓN DE INGRESO Y SALIDA DE VEHÍCULOS, ADEMAS DE LOS SITOS CON PRESECIA DE ANIMALES EN LOS PABELLONES;601-7434066;BOGOTA D.C.;logistica@vetiplus.com;VETIPLUS S.A. Su alidado estrategico;http://www.vetiplus.com;Pabellón: 06, Nivel: 01, Stand: 120
GINNAS BOOTS;GINNAS BOOTS;"Botas  100 % cuero  de  mujer  y  de  hombre  tipo  equitacion, texana, y  de  moda  Nacional  diseños  y  colores  surtidos : Suaceño, Peruano; Aguadeño,Vueltiao, sombrero  de  tela  procesada, artequino  tipo montador, fieltro, ecuatoriano, reebelde, costeño  hormado, llaveros,  cintas  para  somreeros, cintas  de  mostacilla, sombrero  panama hats,  sombrero de  cuero,  ponchos,  muleras, zarape, ruanas,  pines, gorras, carrieles, todo  lo  relacionado  con  talanarteria, sombrero  sandoneño																																																																											";311-4916992;BOGOTA D.C.;ginnasboots@yahoo.com;GINNAS BOOTS;http://;Pabellón: 08, Nivel: 01, Stand: 305
VIRBAC COLOMBIA LTDA;VIRBAC COLOMBIA LTDA;;571-2252100;BOGOTA D.C.;fabian.escobar@virbac.com.mx;VIRBAC COLOMBIA LTDA;http://www.co.virbac.com;Pabellón: 11-16, Nivel: 01, Stand: 127
VITA IVF LAB SAS;VITA IVF LAB SAS;BIOTECNOLOGIA BOVINA  IN VITRO, PRODUCCIÓN DE EMBRIONES FRESCOS, PRODUCCIÓN DE EMBRIONES CONGELADOS DT, PRODUCCIÓN DE EMBRIONES FRESCOS TRANSFERIDOS;571-5970620;BOGOTA D.C.;ceo@vitaivflab.com;VITA IVF LAB SAS;http://;Pabellón: 03, Nivel: 02, Stand: 310
WHGM GUTSUA GROUP;WHGM GUTSUA GROUP;PRODUCTOS PARA MASCOTAS FABRICADOS EN MADERA, TALES COMO COMEDEROS, CAMAS, ARENERAS Y ACCESORIOS;571-3860229;BOGOTA D.C.;gutsuagroup@gmail.com;WHGM GUTSUA GROUP;http://;Pabellón: 06, Nivel: 01, Stand: 201
WORLD VISION INTERNACIONAL VISION MUNDIAL INTERNACIONAL;WORLD VISION INTERNACIONAL VISION MUNDIAL INTERNACIONAL;Servicios sociales y de utilidad comun que se ofrecen bajo el financiemiento de programas de patrocinio de niños y niñas mas vulnerables. ;571-3487171;BOGOTA D.C.;juridica_colombia@wvi.org;WORLD VISION INTERNACIONAL VISION MUNDIAL INTERNACIONAL;http://www.worldvision.co;Pabellón: 03, Nivel: 01, Stand: 115
ZETTAPP;ZETTAPP;;;BOGOTA D.C.;zettapp.imp@gmail.com;ZETTAPP;http://;Pabellón: 03, Nivel: 01, Stand: 634
ACG EQUIPOS S.A.S;;CAÑON ESPANTAPAJAROS A GAS, GUADAÑADORAS, MOTOBOMBAS ;571-2186881;BOGOTA D.C.;gerencia@acgequipos.com.co;ACG EQUIPOS S.A.SCañon Espantapajaros;http://www.acgequipos.com.co;Pabellón: 03, Nivel: 01, Stand: 230
ACOVASAL - AGROSUECO;ACOVASAL - AGROSUECO;;;BOGOTA D.C.;decorlenz@yahoo.es;ACOVASAL - AGROSUECO;http://;Pabellón: 03, Nivel: 01, Stand: 539
PASTOR;PASTOR;Productos para el control de vectores (mosquitos) que afectan la salud de los trabajadores, para aplicación en piel y en ropa (indumentaria, uniformes).Prevención de Dengue, Malaria, Leishmaniasis entre otros.;571-8829266;ZIPAQUIRA;sergio.hernandez@pastor.com.co;PASTOR;http://www.pastor.com.co;Pabellón: 06, Nivel: 01, Stand: 610
AGFA RADIOLOGY SOLUTION;;Equipos, software e insumos para la generación de imágenes que sirvan en el diagnóstico médico veterinario.;571-4578888;BOGOTA D.C.;laura.saenz@agfa.com;AGFA RADIOLOGY SOLUTIONAgfa es una de las compañías líderes mundiales en tecnología de imágenes con más de 150 años de experiencia. Agfa desarrolla, fabrica y comercializa sistemas de captura, administración y procesamiento de imágenes de diagnóstico en el área de la salud tanto humana como veterinaria. La división de soluciones de radiografía digital ofrece soluciones que establecen estándares en productividad, seguridad, valor clínico y rentabilidad. Agfa tiene su sede en Mortsel, Bélgica. La empresa está presente en 40 países y tiene agentes en otros 100 países de todo el mundo.;http://www.medimg.agfa.com;Pabellón: 03, Nivel: 02, Stand: 232
Agrapp- Fazenda Bela Vida		;;;0;BOGOTA D.C.;gerencia@agrapp.co;Agrapp- Fazenda Bela Vida		Impactamos positivamente a los actores del campo colombiano y a la ciudadanía a través de financiación para disminuir la brecha productiva y económica del país.;http://;Pabellón: 06, Nivel: 02, Stand: 316
AGRODATAI;;"Nuestra iniciativa consiste en disponer y fortalecer una plataforma digital y un asistente virtual para todos los actores de la cadena agropecuaria en Colombia, para que tomen mejores decisiones que conduzcan al aumento de productividad y de sus ingresos y propicien conexiones con otros agentes de esta cadena agro. Buscamos llegar con estos servicios por diversos canales en los que se incorpora un lenguaje y diseño de fácil uso y entendimiento. Esta Plataforma incluye una propuesta innovadora al dar a estos actores información y soluciones asociadas a su ubicación geográfica, a los productos de su interés y a su rol; que a través de la interacción de usuarios y diversas fuentes de  información. Adicional trabajamos de la mano con SFA Cebar SAS como empresa aliada para el asesoramiento y estructuraciòn de proyectos productos a los actores del sector productivo primario y los eslabones de la cadena.";2562030;BOGOTA D.C.;administrador@agrodatai.com;AGRODATAISomos una Plataforma digital creada con el objetivo de fortalecer todos los actores de las cadenas agro colombianas mediante información, conexiones y gestión de conocimiento;http://www.agrodatai.com;Pabellón: 06, Nivel: 02, Stand: 129
AGROFACIL;AGROFACIL;BOVINOS. EQUINOS, CAPRINOS, PORCINOS, FUMIGADORAS, SEMILLAS, FERTILIZANTES, FUNGICIDAS, GERMICIDAS Y PESTICIDAS;574-3224547;MEDELLIN;gerencia@agrofacil.co;AGROFACIL;http://www.agrofacil.co;Pabellón: 03, Nivel: 01, Stand: 105
AGROFACIL;;AGRICOLA, CONSULTORA  ASESORA, IMPORTADORA  DE: COSECHADORAS, FUMIGADORAS, SEMBRADORAS, SISTEMA DE RIEGO, BEBEDEROS Y COMEDEROS, SISTEMA DE PESAJE, INSTRUMENTAL VETERINARIO, EQUIPOS PARA ESQUILAR, EQUIPOS DE LECHERIA, MALLAS, CERCAS, ESTABLOS Y HERRAMIENTAS.;574-3224547;MEDELLIN;gerencia@agrofacil.co;"AGROFACILAgrofácil es una empresa que apuesta por resolver retos; estamos convencidos que siempre podremos encontrar “otra manera” para hacer que cada proceso sea más rápido, fácil y sostenible. Hacemos parte de la revolución de lo tradicional y nuestra misión es contribuir a la transformación del agro en Colombia.";http://www.agrofacil.co;Pabellón: 03, Nivel: 01, Stand: G101
AGROGLOBAL S.A.;AGROGLOBAL S.A.;BULTOS QUE CONTIENEN SEMILLAS DE RYEGRASS, BULTOS DE LACTOREEMPLAZADOR, SOBRES DE SEMILLAS;571-6696328;TOCANCIPA;gerencia@agroglobal.com.co;AGROGLOBAL S.A.;http://www.agroglobal.com.co;Pabellón: 03, Nivel: 01, Stand: 408
AGROMILCH DE COLOMBIA SAS;AGROMILCH DE COLOMBIA SAS;;311-5231342;NEMOCON;agrohuertas@gmail.com;AGROMILCH DE COLOMBIA SAS;http://;Pabellón: 03, Nivel: 01, Stand: 638
AGROMILKY S.A.S;AGROMILKY S.A.S;ACEITES PARA BOMBAS DE EQUIPOS DE ORDEÑO, LIQUIDOS DE LIMPIEZA PARA MAQUINAS DE ORDEÑO, EQUIPOS DE ORDEÑO ELECTRICOS Y A GASOLINA, BOMBAS PARA EQUIPOS DE ORDEÑO, MOTORES A GASOLINA CON GUADAÑAS Y MOTOSIERRAS;601-4971559;BOGOTA D.C.;yeimypedroza@hotmail.com;AGROMILKY S.A.S;http://;Pabellón: 06, Nivel: 01, Stand: 131
AGROPECUARIA LA VIA LACTEA S.A.S.;;VENTA DE ANIMALES EN PIE, EMBRIONES, PAJILLAS, PARCERIAS, HAMBURGUESAS WAGYU;;BOGOTA D.C.;andreacastrof@yahoo.com;AGROPECUARIA LA VIA LACTEA S.A.S.Agropecuaria Vía Láctea es una empresa líder en el desarrollo ganadero del país con sedes en Colombia, Brasil y Venezuela, cuyo objeto social es buscar el mejoramiento genético de la raza gyr y sus cruces, ofreciendo al mercado animales que permiten optimizar y mejorar la productividad de los hatos colombianos con ejemplares de altas producciones lecheras que contribuyen a la rentabilidad del negocio ganadero en nuestro continente. ;http://;Pabellón: 11-16, Nivel: 01, Stand: 178B
AGROPECUARIA LA VIA LACTEA S.A.S.;;VENTA DE ANIMALES EN PIE, EMBRIONES, PAJILLAS, PARCERIAS, HAMBURGUESAS WAGYU;;BOGOTA D.C.;andreacastrof@yahoo.com;AGROPECUARIA LA VIA LACTEA S.A.S.Agropecuaria Vía Láctea es una empresa líder en el desarrollo ganadero del país con sedes en Colombia, Brasil y Venezuela, cuyo objeto social es buscar el mejoramiento genético de la raza gyr y sus cruces, ofreciendo al mercado animales que permiten optimizar y mejorar la productividad de los hatos colombianos con ejemplares de altas producciones lecheras que contribuyen a la rentabilidad del negocio ganadero en nuestro continente. ;http://;Pabellón: 17, Nivel: 01, Stand: 1701
AGROPECUARIA LA VIA LACTEA S.A.S.;;VENTA DE ANIMALES EN PIE, EMBRIONES, PAJILLAS, PARCERIAS, HAMBURGUESAS WAGYU;;BOGOTA D.C.;andreacastrof@yahoo.com;AGROPECUARIA LA VIA LACTEA S.A.S.Agropecuaria Vía Láctea es una empresa líder en el desarrollo ganadero del país con sedes en Colombia, Brasil y Venezuela, cuyo objeto social es buscar el mejoramiento genético de la raza gyr y sus cruces, ofreciendo al mercado animales que permiten optimizar y mejorar la productividad de los hatos colombianos con ejemplares de altas producciones lecheras que contribuyen a la rentabilidad del negocio ganadero en nuestro continente. ;http://;Pabellón: AL02, Nivel: 01, Stand: 5
AL TORNO;AL TORNO;TALABARTERIA, VITAMINAS PARA EQUINOS, SHAMPOO EQUINO;574-4445681;MEDELLIN;soreste@une.net.co;AL TORNO;http://www.altorno.com;Pabellón: 08, Nivel: 01, Stand: 102
ALDEAS INFANTILES SOS COLOMBIA;ALDEAS INFANTILES SOS COLOMBIA;ONG INTERNACIONAL;571-6348049;BOGOTA D.C.;martha.pachon@aldeasinfantiles.org.co;ALDEAS INFANTILES SOS COLOMBIA;http://www.aldeasinfantiles.org.co;Pabellón: 03, Nivel: 01, Stand: 233
ALIMENPROC;ALIMENPROC;;571-4046046;BOGOTA D.C.;alimenprocltda@yahoo.com;ALIMENPROC;http://www.alimenproc.com;Pabellón: 06, Nivel: 01, Stand: 102
FEDEGAN - FONDO NACIONAL DEL GANADO;FEDEGAN - FONDO NACIONAL DEL GANADO;;571-3655015;BOGOTA D.C.;lilian.polania@alotropico.co;FEDEGAN - FONDO NACIONAL DEL GANADO;http://www.alotropico.co;Pabellón: 11-16, Nivel: 01, Stand: 101
